# block<TAB>first_version<TAB>removed_after (blank = still present)
# Generated by scripts/regen_block_data.py — do not edit by hand.
acacia_button	1.13	
acacia_door	1.13	
acacia_fence	1.13	
acacia_fence_gate	1.13	
acacia_hanging_sign	1.19.3	
acacia_leaves	1.13	
acacia_log	1.13	
acacia_planks	1.13	
acacia_pressure_plate	1.13	
acacia_sapling	1.13	
acacia_shelf	1.21.9	
acacia_sign	1.14	
acacia_slab	1.13	
acacia_stairs	1.13	
acacia_trapdoor	1.13	
acacia_wall_hanging_sign	1.19.3	
acacia_wall_sign	1.14	
acacia_wood	1.13	
activator_rail	1.13	
air	1.13	
allium	1.13	
amethyst_block	1.17	
amethyst_cluster	1.17	
ancient_debris	1.16	
andesite	1.13	
andesite_slab	1.14	
andesite_stairs	1.14	
andesite_wall	1.14	
anvil	1.13	
attached_melon_stem	1.13	
attached_pumpkin_stem	1.13	
azalea	1.17	
azalea_leaves	1.17	
azure_bluet	1.13	
bamboo	1.14	
bamboo_block	1.19.3	
bamboo_button	1.19.3	
bamboo_door	1.19.3	
bamboo_fence	1.19.3	
bamboo_fence_gate	1.19.3	
bamboo_hanging_sign	1.19.3	
bamboo_mosaic	1.19.3	
bamboo_mosaic_slab	1.19.3	
bamboo_mosaic_stairs	1.19.3	
bamboo_planks	1.19.3	
bamboo_pressure_plate	1.19.3	
bamboo_sapling	1.14	
bamboo_shelf	1.21.9	
bamboo_sign	1.19.3	
bamboo_slab	1.19.3	
bamboo_stairs	1.19.3	
bamboo_trapdoor	1.19.3	
bamboo_wall_hanging_sign	1.19.3	
bamboo_wall_sign	1.19.3	
barrel	1.14	
barrier	1.13	
basalt	1.16	
beacon	1.13	
bedrock	1.13	
bee_nest	1.15	
beehive	1.15	
beetroots	1.13	
bell	1.14	
big_dripleaf	1.17	
big_dripleaf_stem	1.17	
birch_button	1.13	
birch_door	1.13	
birch_fence	1.13	
birch_fence_gate	1.13	
birch_hanging_sign	1.19.3	
birch_leaves	1.13	
birch_log	1.13	
birch_planks	1.13	
birch_pressure_plate	1.13	
birch_sapling	1.13	
birch_shelf	1.21.9	
birch_sign	1.14	
birch_slab	1.13	
birch_stairs	1.13	
birch_trapdoor	1.13	
birch_wall_hanging_sign	1.19.3	
birch_wall_sign	1.14	
birch_wood	1.13	
black_banner	1.13	
black_bed	1.13	
black_candle	1.17	
black_candle_cake	1.17	
black_carpet	1.13	
black_concrete	1.13	
black_concrete_powder	1.13	
black_glazed_terracotta	1.13	
black_shulker_box	1.13	
black_stained_glass	1.13	
black_stained_glass_pane	1.13	
black_terracotta	1.13	
black_wall_banner	1.13	
black_wool	1.13	
blackstone	1.16	
blackstone_slab	1.16	
blackstone_stairs	1.16	
blackstone_wall	1.16	
blast_furnace	1.14	
blue_banner	1.13	
blue_bed	1.13	
blue_candle	1.17	
blue_candle_cake	1.17	
blue_carpet	1.13	
blue_concrete	1.13	
blue_concrete_powder	1.13	
blue_glazed_terracotta	1.13	
blue_ice	1.13	
blue_orchid	1.13	
blue_shulker_box	1.13	
blue_stained_glass	1.13	
blue_stained_glass_pane	1.13	
blue_terracotta	1.13	
blue_wall_banner	1.13	
blue_wool	1.13	
bone_block	1.13	
bookshelf	1.13	
brain_coral	1.13	
brain_coral_block	1.13	
brain_coral_fan	1.13	
brain_coral_wall_fan	1.13	
brewing_stand	1.13	
brick_slab	1.13	
brick_stairs	1.13	
brick_wall	1.14	
bricks	1.13	
brown_banner	1.13	
brown_bed	1.13	
brown_candle	1.17	
brown_candle_cake	1.17	
brown_carpet	1.13	
brown_concrete	1.13	
brown_concrete_powder	1.13	
brown_glazed_terracotta	1.13	
brown_mushroom	1.13	
brown_mushroom_block	1.13	
brown_shulker_box	1.13	
brown_stained_glass	1.13	
brown_stained_glass_pane	1.13	
brown_terracotta	1.13	
brown_wall_banner	1.13	
brown_wool	1.13	
bubble_column	1.13	
bubble_coral	1.13	
bubble_coral_block	1.13	
bubble_coral_fan	1.13	
bubble_coral_wall_fan	1.13	
budding_amethyst	1.17	
bush	1.21.5	
cactus	1.13	
cactus_flower	1.21.5	
cake	1.13	
calcite	1.17	
calibrated_sculk_sensor	1.20	
campfire	1.14	
candle	1.17	
candle_cake	1.17	
carrots	1.13	
cartography_table	1.14	
carved_pumpkin	1.13	
cauldron	1.13	
cave_air	1.13	
cave_vines	1.17	
cave_vines_plant	1.17	
chain	1.16	1.21.8
chain_command_block	1.13	
cherry_button	1.19.4	
cherry_door	1.19.4	
cherry_fence	1.19.4	
cherry_fence_gate	1.19.4	
cherry_hanging_sign	1.19.4	
cherry_leaves	1.19.4	
cherry_log	1.19.4	
cherry_planks	1.19.4	
cherry_pressure_plate	1.19.4	
cherry_sapling	1.19.4	
cherry_shelf	1.21.9	
cherry_sign	1.19.4	
cherry_slab	1.19.4	
cherry_stairs	1.19.4	
cherry_trapdoor	1.19.4	
cherry_wall_hanging_sign	1.19.4	
cherry_wall_sign	1.19.4	
cherry_wood	1.19.4	
chest	1.13	
chipped_anvil	1.13	
chiseled_bookshelf	1.19.3	
chiseled_cinnabar	26.2	
chiseled_copper	1.20.3	
chiseled_deepslate	1.17	
chiseled_nether_bricks	1.16	
chiseled_polished_blackstone	1.16	
chiseled_quartz_block	1.13	
chiseled_red_sandstone	1.13	
chiseled_resin_bricks	1.21.4	
chiseled_sandstone	1.13	
chiseled_stone_bricks	1.13	
chiseled_sulfur	26.2	
chiseled_tuff	1.20.3	
chiseled_tuff_bricks	1.20.3	
chorus_flower	1.13	
chorus_plant	1.13	
cinnabar	26.2	
cinnabar_brick_slab	26.2	
cinnabar_brick_stairs	26.2	
cinnabar_brick_wall	26.2	
cinnabar_bricks	26.2	
cinnabar_slab	26.2	
cinnabar_stairs	26.2	
cinnabar_wall	26.2	
clay	1.13	
closed_eyeblossom	1.21.4	
coal_block	1.13	
coal_ore	1.13	
coarse_dirt	1.13	
cobbled_deepslate	1.17	
cobbled_deepslate_slab	1.17	
cobbled_deepslate_stairs	1.17	
cobbled_deepslate_wall	1.17	
cobblestone	1.13	
cobblestone_slab	1.13	
cobblestone_stairs	1.13	
cobblestone_wall	1.13	
cobweb	1.13	
cocoa	1.13	
command_block	1.13	
comparator	1.13	
composter	1.14	
conduit	1.13	
copper_bars	1.21.9	
copper_block	1.17	
copper_bulb	1.20.3	
copper_chain	1.21.9	
copper_chest	1.21.9	
copper_door	1.20.3	
copper_golem_statue	1.21.9	
copper_grate	1.20.3	
copper_lantern	1.21.9	
copper_ore	1.17	
copper_torch	1.21.9	
copper_trapdoor	1.20.3	
copper_wall_torch	1.21.9	
cornflower	1.14	
cracked_deepslate_bricks	1.17	
cracked_deepslate_tiles	1.17	
cracked_nether_bricks	1.16	
cracked_polished_blackstone_bricks	1.16	
cracked_stone_bricks	1.13	
crafter	1.20.3	
crafting_table	1.13	
creaking_heart	1.21.3	
creeper_head	1.13	
creeper_wall_head	1.13	
crimson_button	1.16	
crimson_door	1.16	
crimson_fence	1.16	
crimson_fence_gate	1.16	
crimson_fungus	1.16	
crimson_hanging_sign	1.19.3	
crimson_hyphae	1.16	
crimson_nylium	1.16	
crimson_planks	1.16	
crimson_pressure_plate	1.16	
crimson_roots	1.16	
crimson_shelf	1.21.9	
crimson_sign	1.16	
crimson_slab	1.16	
crimson_stairs	1.16	
crimson_stem	1.16	
crimson_trapdoor	1.16	
crimson_wall_hanging_sign	1.19.3	
crimson_wall_sign	1.16	
crying_obsidian	1.16	
cut_copper	1.17	
cut_copper_slab	1.17	
cut_copper_stairs	1.17	
cut_red_sandstone	1.13	
cut_red_sandstone_slab	1.14	
cut_sandstone	1.13	
cut_sandstone_slab	1.14	
cyan_banner	1.13	
cyan_bed	1.13	
cyan_candle	1.17	
cyan_candle_cake	1.17	
cyan_carpet	1.13	
cyan_concrete	1.13	
cyan_concrete_powder	1.13	
cyan_glazed_terracotta	1.13	
cyan_shulker_box	1.13	
cyan_stained_glass	1.13	
cyan_stained_glass_pane	1.13	
cyan_terracotta	1.13	
cyan_wall_banner	1.13	
cyan_wool	1.13	
damaged_anvil	1.13	
dandelion	1.13	
dark_oak_button	1.13	
dark_oak_door	1.13	
dark_oak_fence	1.13	
dark_oak_fence_gate	1.13	
dark_oak_hanging_sign	1.19.3	
dark_oak_leaves	1.13	
dark_oak_log	1.13	
dark_oak_planks	1.13	
dark_oak_pressure_plate	1.13	
dark_oak_sapling	1.13	
dark_oak_shelf	1.21.9	
dark_oak_sign	1.14	
dark_oak_slab	1.13	
dark_oak_stairs	1.13	
dark_oak_trapdoor	1.13	
dark_oak_wall_hanging_sign	1.19.3	
dark_oak_wall_sign	1.14	
dark_oak_wood	1.13	
dark_prismarine	1.13	
dark_prismarine_slab	1.13	
dark_prismarine_stairs	1.13	
daylight_detector	1.13	
dead_brain_coral	1.13.2	
dead_brain_coral_block	1.13	
dead_brain_coral_fan	1.13	
dead_brain_coral_wall_fan	1.13	
dead_bubble_coral	1.13.2	
dead_bubble_coral_block	1.13	
dead_bubble_coral_fan	1.13	
dead_bubble_coral_wall_fan	1.13	
dead_bush	1.13	
dead_fire_coral	1.13.2	
dead_fire_coral_block	1.13	
dead_fire_coral_fan	1.13	
dead_fire_coral_wall_fan	1.13	
dead_horn_coral	1.13.2	
dead_horn_coral_block	1.13	
dead_horn_coral_fan	1.13	
dead_horn_coral_wall_fan	1.13	
dead_tube_coral	1.13.2	
dead_tube_coral_block	1.13	
dead_tube_coral_fan	1.13	
dead_tube_coral_wall_fan	1.13	
decorated_pot	1.19.4	
deepslate	1.17	
deepslate_brick_slab	1.17	
deepslate_brick_stairs	1.17	
deepslate_brick_wall	1.17	
deepslate_bricks	1.17	
deepslate_coal_ore	1.17	
deepslate_copper_ore	1.17	
deepslate_diamond_ore	1.17	
deepslate_emerald_ore	1.17	
deepslate_gold_ore	1.17	
deepslate_iron_ore	1.17	
deepslate_lapis_ore	1.17	
deepslate_redstone_ore	1.17	
deepslate_tile_slab	1.17	
deepslate_tile_stairs	1.17	
deepslate_tile_wall	1.17	
deepslate_tiles	1.17	
detector_rail	1.13	
diamond_block	1.13	
diamond_ore	1.13	
diorite	1.13	
diorite_slab	1.14	
diorite_stairs	1.14	
diorite_wall	1.14	
dirt	1.13	
dirt_path	1.17	
dispenser	1.13	
dragon_egg	1.13	
dragon_head	1.13	
dragon_wall_head	1.13	
dried_ghast	1.21.6	
dried_kelp_block	1.13	
dripstone_block	1.17	
dropper	1.13	
emerald_block	1.13	
emerald_ore	1.13	
enchanting_table	1.13	
end_gateway	1.13	
end_portal	1.13	
end_portal_frame	1.13	
end_rod	1.13	
end_stone	1.13	
end_stone_brick_slab	1.14	
end_stone_brick_stairs	1.14	
end_stone_brick_wall	1.14	
end_stone_bricks	1.13	
ender_chest	1.13	
exposed_chiseled_copper	1.20.3	
exposed_copper	1.17	
exposed_copper_bars	1.21.9	
exposed_copper_bulb	1.20.3	
exposed_copper_chain	1.21.9	
exposed_copper_chest	1.21.9	
exposed_copper_door	1.20.3	
exposed_copper_golem_statue	1.21.9	
exposed_copper_grate	1.20.3	
exposed_copper_lantern	1.21.9	
exposed_copper_trapdoor	1.20.3	
exposed_cut_copper	1.17	
exposed_cut_copper_slab	1.17	
exposed_cut_copper_stairs	1.17	
exposed_lightning_rod	1.21.9	
farmland	1.13	
fern	1.13	
fire	1.13	
fire_coral	1.13	
fire_coral_block	1.13	
fire_coral_fan	1.13	
fire_coral_wall_fan	1.13	
firefly_bush	1.21.5	
fletching_table	1.14	
flower_pot	1.13	
flowering_azalea	1.17	
flowering_azalea_leaves	1.17	
frogspawn	1.19	
frosted_ice	1.13	
furnace	1.13	
gilded_blackstone	1.16	
glass	1.13	
glass_pane	1.13	
glow_lichen	1.17	
glowstone	1.13	
gold_block	1.13	
gold_ore	1.13	
golden_dandelion	26.1	
granite	1.13	
granite_slab	1.14	
granite_stairs	1.14	
granite_wall	1.14	
grass	1.13	1.20.2
grass_block	1.13	
grass_path	1.13	1.16.5
gravel	1.13	
gray_banner	1.13	
gray_bed	1.13	
gray_candle	1.17	
gray_candle_cake	1.17	
gray_carpet	1.13	
gray_concrete	1.13	
gray_concrete_powder	1.13	
gray_glazed_terracotta	1.13	
gray_shulker_box	1.13	
gray_stained_glass	1.13	
gray_stained_glass_pane	1.13	
gray_terracotta	1.13	
gray_wall_banner	1.13	
gray_wool	1.13	
green_banner	1.13	
green_bed	1.13	
green_candle	1.17	
green_candle_cake	1.17	
green_carpet	1.13	
green_concrete	1.13	
green_concrete_powder	1.13	
green_glazed_terracotta	1.13	
green_shulker_box	1.13	
green_stained_glass	1.13	
green_stained_glass_pane	1.13	
green_terracotta	1.13	
green_wall_banner	1.13	
green_wool	1.13	
grindstone	1.14	
hanging_roots	1.17	
hay_block	1.13	
heavy_core	1.20.5	
heavy_weighted_pressure_plate	1.13	
honey_block	1.15	
honeycomb_block	1.15	
hopper	1.13	
horn_coral	1.13	
horn_coral_block	1.13	
horn_coral_fan	1.13	
horn_coral_wall_fan	1.13	
ice	1.13	
infested_chiseled_stone_bricks	1.13	
infested_cobblestone	1.13	
infested_cracked_stone_bricks	1.13	
infested_deepslate	1.17	
infested_mossy_stone_bricks	1.13	
infested_stone	1.13	
infested_stone_bricks	1.13	
iron_bars	1.13	
iron_block	1.13	
iron_chain	1.21.9	
iron_door	1.13	
iron_ore	1.13	
iron_trapdoor	1.13	
jack_o_lantern	1.13	
jigsaw	1.14	
jukebox	1.13	
jungle_button	1.13	
jungle_door	1.13	
jungle_fence	1.13	
jungle_fence_gate	1.13	
jungle_hanging_sign	1.19.3	
jungle_leaves	1.13	
jungle_log	1.13	
jungle_planks	1.13	
jungle_pressure_plate	1.13	
jungle_sapling	1.13	
jungle_shelf	1.21.9	
jungle_sign	1.14	
jungle_slab	1.13	
jungle_stairs	1.13	
jungle_trapdoor	1.13	
jungle_wall_hanging_sign	1.19.3	
jungle_wall_sign	1.14	
jungle_wood	1.13	
kelp	1.13	
kelp_plant	1.13	
ladder	1.13	
lantern	1.14	
lapis_block	1.13	
lapis_ore	1.13	
large_amethyst_bud	1.17	
large_fern	1.13	
lava	1.13	
lava_cauldron	1.17	
leaf_litter	1.21.5	
lectern	1.14	
lever	1.13	
light	1.17	
light_blue_banner	1.13	
light_blue_bed	1.13	
light_blue_candle	1.17	
light_blue_candle_cake	1.17	
light_blue_carpet	1.13	
light_blue_concrete	1.13	
light_blue_concrete_powder	1.13	
light_blue_glazed_terracotta	1.13	
light_blue_shulker_box	1.13	
light_blue_stained_glass	1.13	
light_blue_stained_glass_pane	1.13	
light_blue_terracotta	1.13	
light_blue_wall_banner	1.13	
light_blue_wool	1.13	
light_gray_banner	1.13	
light_gray_bed	1.13	
light_gray_candle	1.17	
light_gray_candle_cake	1.17	
light_gray_carpet	1.13	
light_gray_concrete	1.13	
light_gray_concrete_powder	1.13	
light_gray_glazed_terracotta	1.13	
light_gray_shulker_box	1.13	
light_gray_stained_glass	1.13	
light_gray_stained_glass_pane	1.13	
light_gray_terracotta	1.13	
light_gray_wall_banner	1.13	
light_gray_wool	1.13	
light_weighted_pressure_plate	1.13	
lightning_rod	1.17	
lilac	1.13	
lily_of_the_valley	1.14	
lily_pad	1.13	
lime_banner	1.13	
lime_bed	1.13	
lime_candle	1.17	
lime_candle_cake	1.17	
lime_carpet	1.13	
lime_concrete	1.13	
lime_concrete_powder	1.13	
lime_glazed_terracotta	1.13	
lime_shulker_box	1.13	
lime_stained_glass	1.13	
lime_stained_glass_pane	1.13	
lime_terracotta	1.13	
lime_wall_banner	1.13	
lime_wool	1.13	
lodestone	1.16	
loom	1.14	
magenta_banner	1.13	
magenta_bed	1.13	
magenta_candle	1.17	
magenta_candle_cake	1.17	
magenta_carpet	1.13	
magenta_concrete	1.13	
magenta_concrete_powder	1.13	
magenta_glazed_terracotta	1.13	
magenta_shulker_box	1.13	
magenta_stained_glass	1.13	
magenta_stained_glass_pane	1.13	
magenta_terracotta	1.13	
magenta_wall_banner	1.13	
magenta_wool	1.13	
magma_block	1.13	
mangrove_button	1.19	
mangrove_door	1.19	
mangrove_fence	1.19	
mangrove_fence_gate	1.19	
mangrove_hanging_sign	1.19.3	
mangrove_leaves	1.19	
mangrove_log	1.19	
mangrove_planks	1.19	
mangrove_pressure_plate	1.19	
mangrove_propagule	1.19	
mangrove_roots	1.19	
mangrove_shelf	1.21.9	
mangrove_sign	1.19	
mangrove_slab	1.19	
mangrove_stairs	1.19	
mangrove_trapdoor	1.19	
mangrove_wall_hanging_sign	1.19.3	
mangrove_wall_sign	1.19	
mangrove_wood	1.19	
medium_amethyst_bud	1.17	
melon	1.13	
melon_stem	1.13	
moss_block	1.17	
moss_carpet	1.17	
mossy_cobblestone	1.13	
mossy_cobblestone_slab	1.14	
mossy_cobblestone_stairs	1.14	
mossy_cobblestone_wall	1.13	
mossy_stone_brick_slab	1.14	
mossy_stone_brick_stairs	1.14	
mossy_stone_brick_wall	1.14	
mossy_stone_bricks	1.13	
moving_piston	1.13	
mud	1.19	
mud_brick_slab	1.19	
mud_brick_stairs	1.19	
mud_brick_wall	1.19	
mud_bricks	1.19	
muddy_mangrove_roots	1.19	
mushroom_stem	1.13	
mycelium	1.13	
nether_brick_fence	1.13	
nether_brick_slab	1.13	
nether_brick_stairs	1.13	
nether_brick_wall	1.14	
nether_bricks	1.13	
nether_gold_ore	1.16	
nether_portal	1.13	
nether_quartz_ore	1.13	
nether_sprouts	1.16	
nether_wart	1.13	
nether_wart_block	1.13	
netherite_block	1.16	
netherrack	1.13	
note_block	1.13	
oak_button	1.13	
oak_door	1.13	
oak_fence	1.13	
oak_fence_gate	1.13	
oak_hanging_sign	1.19.3	
oak_leaves	1.13	
oak_log	1.13	
oak_planks	1.13	
oak_pressure_plate	1.13	
oak_sapling	1.13	
oak_shelf	1.21.9	
oak_sign	1.14	
oak_slab	1.13	
oak_stairs	1.13	
oak_trapdoor	1.13	
oak_wall_hanging_sign	1.19.3	
oak_wall_sign	1.14	
oak_wood	1.13	
observer	1.13	
obsidian	1.13	
ochre_froglight	1.19	
open_eyeblossom	1.21.4	
orange_banner	1.13	
orange_bed	1.13	
orange_candle	1.17	
orange_candle_cake	1.17	
orange_carpet	1.13	
orange_concrete	1.13	
orange_concrete_powder	1.13	
orange_glazed_terracotta	1.13	
orange_shulker_box	1.13	
orange_stained_glass	1.13	
orange_stained_glass_pane	1.13	
orange_terracotta	1.13	
orange_tulip	1.13	
orange_wall_banner	1.13	
orange_wool	1.13	
oxeye_daisy	1.13	
oxidized_chiseled_copper	1.20.3	
oxidized_copper	1.17	
oxidized_copper_bars	1.21.9	
oxidized_copper_bulb	1.20.3	
oxidized_copper_chain	1.21.9	
oxidized_copper_chest	1.21.9	
oxidized_copper_door	1.20.3	
oxidized_copper_golem_statue	1.21.9	
oxidized_copper_grate	1.20.3	
oxidized_copper_lantern	1.21.9	
oxidized_copper_trapdoor	1.20.3	
oxidized_cut_copper	1.17	
oxidized_cut_copper_slab	1.17	
oxidized_cut_copper_stairs	1.17	
oxidized_lightning_rod	1.21.9	
packed_ice	1.13	
packed_mud	1.19	
pale_hanging_moss	1.21.3	
pale_moss_block	1.21.3	
pale_moss_carpet	1.21.3	
pale_oak_button	1.21.3	
pale_oak_door	1.21.3	
pale_oak_fence	1.21.3	
pale_oak_fence_gate	1.21.3	
pale_oak_hanging_sign	1.21.3	
pale_oak_leaves	1.21.3	
pale_oak_log	1.21.3	
pale_oak_planks	1.21.3	
pale_oak_pressure_plate	1.21.3	
pale_oak_sapling	1.21.3	
pale_oak_shelf	1.21.9	
pale_oak_sign	1.21.3	
pale_oak_slab	1.21.3	
pale_oak_stairs	1.21.3	
pale_oak_trapdoor	1.21.3	
pale_oak_wall_hanging_sign	1.21.3	
pale_oak_wall_sign	1.21.3	
pale_oak_wood	1.21.3	
pearlescent_froglight	1.19	
peony	1.13	
petrified_oak_slab	1.13	
piglin_head	1.19.3	
piglin_wall_head	1.19.3	
pink_banner	1.13	
pink_bed	1.13	
pink_candle	1.17	
pink_candle_cake	1.17	
pink_carpet	1.13	
pink_concrete	1.13	
pink_concrete_powder	1.13	
pink_glazed_terracotta	1.13	
pink_petals	1.19.4	
pink_shulker_box	1.13	
pink_stained_glass	1.13	
pink_stained_glass_pane	1.13	
pink_terracotta	1.13	
pink_tulip	1.13	
pink_wall_banner	1.13	
pink_wool	1.13	
piston	1.13	
piston_head	1.13	
pitcher_crop	1.20	
pitcher_plant	1.20	
player_head	1.13	
player_wall_head	1.13	
podzol	1.13	
pointed_dripstone	1.17	
polished_andesite	1.13	
polished_andesite_slab	1.14	
polished_andesite_stairs	1.14	
polished_basalt	1.16	
polished_blackstone	1.16	
polished_blackstone_brick_slab	1.16	
polished_blackstone_brick_stairs	1.16	
polished_blackstone_brick_wall	1.16	
polished_blackstone_bricks	1.16	
polished_blackstone_button	1.16	
polished_blackstone_pressure_plate	1.16	
polished_blackstone_slab	1.16	
polished_blackstone_stairs	1.16	
polished_blackstone_wall	1.16	
polished_cinnabar	26.2	
polished_cinnabar_slab	26.2	
polished_cinnabar_stairs	26.2	
polished_cinnabar_wall	26.2	
polished_deepslate	1.17	
polished_deepslate_slab	1.17	
polished_deepslate_stairs	1.17	
polished_deepslate_wall	1.17	
polished_diorite	1.13	
polished_diorite_slab	1.14	
polished_diorite_stairs	1.14	
polished_granite	1.13	
polished_granite_slab	1.14	
polished_granite_stairs	1.14	
polished_sulfur	26.2	
polished_sulfur_slab	26.2	
polished_sulfur_stairs	26.2	
polished_sulfur_wall	26.2	
polished_tuff	1.20.3	
polished_tuff_slab	1.20.3	
polished_tuff_stairs	1.20.3	
polished_tuff_wall	1.20.3	
poppy	1.13	
potatoes	1.13	
potent_sulfur	26.2	
potted_acacia_sapling	1.13	
potted_allium	1.13	
potted_azalea_bush	1.17	
potted_azure_bluet	1.13	
potted_bamboo	1.14	
potted_birch_sapling	1.13	
potted_blue_orchid	1.13	
potted_brown_mushroom	1.13	
potted_cactus	1.13	
potted_cherry_sapling	1.19.4	
potted_closed_eyeblossom	1.21.4	
potted_cornflower	1.14	
potted_crimson_fungus	1.16	
potted_crimson_roots	1.16	
potted_dandelion	1.13	
potted_dark_oak_sapling	1.13	
potted_dead_bush	1.13	
potted_fern	1.13	
potted_flowering_azalea_bush	1.17	
potted_jungle_sapling	1.13	
potted_lily_of_the_valley	1.14	
potted_mangrove_propagule	1.19	
potted_oak_sapling	1.13	
potted_open_eyeblossom	1.21.4	
potted_orange_tulip	1.13	
potted_oxeye_daisy	1.13	
potted_pale_oak_sapling	1.21.3	
potted_pink_tulip	1.13	
potted_poppy	1.13	
potted_red_mushroom	1.13	
potted_red_tulip	1.13	
potted_spruce_sapling	1.13	
potted_torchflower	1.19.4	
potted_warped_fungus	1.16	
potted_warped_roots	1.16	
potted_white_tulip	1.13	
potted_wither_rose	1.14	
powder_snow	1.17	
powder_snow_cauldron	1.17	
powered_rail	1.13	
